,0,yeong,,jennifer,,yoobin,,changhyun,,TRUE,0-1 label,jennifer-yeong,yoobin-yeong,yoobin-jennifer,changhyun-yeong,changhyun-jennifer,changhyun-yoobin,changhyun-yoobin-yeong,Everyone got correct,at least 3 ppl got correct,majority answer,GPT2 Result,GPT2 correctness,True value where GPT was wrong and majority of us were correct,,,,,
311,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
312,Gibbs unsold.mike hussey,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
313,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
314,Ok no prob... I'll come after lunch then...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
315,Even i cant close my eyes you are in me our vava playing umma :-D,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
316,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
317,Dont talk to him ever ok its my word.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
318,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
319,here is my new address -apples&pairs&all that malarky,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
320,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
321,We're finally ready fyi,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
322,Dont you have message offer,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
323,Stupid.its not possible,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
324,Great! So what attracts you to the brothas?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
325,Come to mahal bus stop.. &lt;DECIMAL&gt;,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
326,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
327,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
328,Really? I crashed out cuddled on my sofa.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
329,No. I dont want to hear anything,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
330,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
331,And several to you sir.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
332,Ok u can take me shopping when u get paid =D,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
333,Oh ho. Is this the first time u use these type of words,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
334,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
335,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
336,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
337,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
338,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,1,1,0,1,0,1,0,ham,0,0,0,1,0,1,1,0,0,0,majority got incorrect,1,0,FALSE,,,,,
339,Yo theres no class tmrw right?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
340,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
341,U call me alter at 11 ok.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
342,Come by our room at some point so we can iron out the plan for this weekend,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
343,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
344,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,1,1,0,1,0,0,1,ham,0,0,0,1,1,0,0,1,0,0,majority got incorrect,0,1,FALSE,,,,,
345,Happy New Year Princess!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
346,"I'd say that's a good sign but, well, you know my track record at reading women",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
347,Yeah imma come over cause jay wants to do some drugs,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
348,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,1,0,1,1,0,1,0,ham,0,1,0,0,0,0,1,0,0,0,majority got incorrect,0,1,FALSE,,,,,
349,"* Was really good to see you the other day dudette, been missing you!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
350,Please attend the phone:),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
351,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
352,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
353,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
354,Are you willing to go for aptitude class.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
355,Be happy there. I will come after noon,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
356,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
357,Oh wow thats gay. Will firmware update help,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
358,U sick still can go shopping?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
359,You intrepid duo you! Have a great time and see you both soon. ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
360,I'm freezing and craving ice. Fml,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
361,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
362,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
363,Hope you are having a great day.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
364,What time you coming down later? ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
365,Thanx 4 sending me home...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
366,Oh thanks a lot..i already bought 2 eggs ..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
367,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
368,Yeah that's the impression I got,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
369,Teach me apps da. When you come to college.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
370,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,0,0,0,0,1,1,0,0,spam,1,1,0,0,1,1,0,1,0,0,majority got incorrect,1,1,FALSE,,,,,
371,Heehee that was so funny tho,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
372,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
373,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
374,Ok. There may be a free gym about.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
375,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
376,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
377,ringtoneking 84484,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,
378,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
379,Nothing. Can...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
380,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
381,Then ur sis how?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
382,No calls..messages..missed calls,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
383,Howz pain?hope u r fine..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
384,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
385,Si si. I think ill go make those oreo truffles.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
386,Dear where you will be when i reach there,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
387,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
388,That's y we haf to combine n c how lor...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
389,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
390,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
391,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,1,1,0,0,1,1,0,ham,0,0,1,0,0,1,0,0,0,0,majority got incorrect,0,1,FALSE,,,,,
392,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
393,Sent me de webadres for geting salary slip,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
394,I got your back! Do you have any dislikes in bed?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
395,And by when you're done I mean now,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
396,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
397,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,0,0,0,0,1,1,1,1,spam,1,1,0,0,0,0,1,0,0,0,majority got incorrect,1,1,FALSE,,,,,
398,After the drug she will be able to eat.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
399,Thank You meet you monday,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
400,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
401,Where in abj are you serving. Are you staying with dad or alone.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
402,Good evening! How are you?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
403,network operator. The service is free. For T & C's visit 80488.biz,0,0,1,1,1,1,1,1,spam,1,0,0,1,0,1,1,0,0,1,1,1,1,FALSE,,,,,
404,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,0,1,0,1,1,0,1,0,ham,0,1,0,0,0,0,1,0,0,0,majority got incorrect,0,1,FALSE,,,,,
405,I am in tirupur.  call you da.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
406,You got called a tool?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
407,I have to take exam with march 3,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
408,Yo come over carlos will be here soon,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
409,Do you want bold 2 or bb torch,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
410,I will come tomorrow di,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
411,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
412,Okie...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
413,Lol. Well quality aint bad at all so i aint complaining,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
414,Ok thanx... Take care then...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
415,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
416,Wat's da model num of ur phone?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
417,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
418,Hi:)cts employee how are you?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
419,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
420,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,0,0,0,0,0,0,0,0,spam,1,1,1,1,1,1,1,1,0,0,majority got incorrect,0,0,FALSE,,,,,
421,Then i buy.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
422,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
423,Yun buying... But school got offer 2000 plus only...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
424,My battery is low babe,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
425,Must come later.. I normally bathe him in da afternoon mah..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
426,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
427,"Don't worry, * is easy once have ingredients!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
428,I was slept that time.you there?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
429,Ok enjoy . R u there in home.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
430,Huh means computational science... Y they like dat one push here n there...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
431,"It's ok, at least armand's still around",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
432,Much better now thanks lol,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
433,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
434,What type of stuff do you sing?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
435,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
436,Bugis oso near wat... ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
437,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
438,Excellent! Wish we were together right now!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
439,"Well, i'm glad you didn't find it totally disagreeable ... Lol",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
440,I didn't get the second half of that message,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
441,"They can try! They can get lost, in fact. Tee hee",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
442,Am in gobi arts college,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
443,Esplanade lor. Where else...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
444,Are you angry with me. What happen dear,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
445,Ok... I din get ur msg...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
446,Anytime...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
447,Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
448,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
449,Ugh just got outta class,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
450,"Fuuuuck I need to stop sleepin, sup",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
451,Maybe you should find something else to do instead???,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
452,Que pases un buen tiempo or something like that,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
453,What was she looking for?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
454,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
455,Just glad to be talking to you.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
456,A guy who gets used but is too dumb to realize it.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
457,Boo what time u get out? U were supposed to take me shopping today. :(,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
458,Hows that watch resizing,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
459,I am late. I will be there at,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
460,Good morning princess! Happy New Year!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
461,Oh yeah I forgot. U can only take 2 out shopping at once.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
462,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,1,0,1,0,1,1,0,ham,0,1,1,1,0,0,0,0,0,1,0,0,1,FALSE,,,,,
463,Finished class where are you.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
464,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
465,"Haha good to hear, I'm officially paid and on the market for an 8th",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
466,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
467,Want to finally have lunch today?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
468,Yeah I don't see why not,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
469,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
470,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
471,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
